image_id,blip_caption,blip_finetuned_caption,git_caption,git_finetuned_caption,original_caption
1697,a pair of leopard print mules,a bold buckle at the vamp add a signature touch to this italian crafted mule,leopard print shoes in leopard print,a bold plaid in a modern cut add to the laid back vibe of this stretch cotton tee,bold strap anchored by gleaming metallic brooch ladder up the front of a pointy toe mule perched high on a beautifully contoured stiletto
1698,three pairs of glasses,these lightweight optical frame are crafted in italy from lightweight acetate these frame are handcrafted in italy by skilled craftsman in naples italy,vintage blue glasses with a pair of glasses,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,these bookish reader are more than meet the eye featuring proprietary hinge technology you can wear them traditionally or flip the temple down
1699,bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu,a classic check pattern this cozy parka is updated with a cozy hood and a cozy fleece lining,jacket with a large collar,a bold plaid in a modern cut add to the laid back vibe of this sport tee,archival vintage check first used in the 1960s add signature charm to a water resistant jacket topped with a drawcord hood for added coverage
1700,a woman wearing a grey shirt and white pants,a soft and stretchy cotton blend is the perfect choice for layering or lounging in this easy fitting tee,women ' s short sleeve t - shirt in olive green,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,a fresh remix of a staple tee this heathered jersey crewneck is fashioned with a breezy box pleat back of woven stripe
1701,a man in a red and blue sweatshirt and sweatpants,a color blocked design with a bold logo at the chest and sleeve is cut from soft fleece for comfort in a comfortable fit,"men ' s polo shirt in red, white and blue",a sleek and sophisticated silhouette defines a stylish italian sneaker built from a stretchy sole,bright color blocking race up the sleeve and frame the side of a sporty crewneck sweatshirt cut in a roomy layerable fit
1702,a woman wearing a white top and black pants,a snake print jeans cut from premium stretch denim is cut with a flattering high waist and a slimming high waist,the best leggings for women,a bold plaid in a modern cut add to the laid back vibe of this stretch cotton tee,a wild print and frizzled hem make these stretch kissed jeans fierce from top to bottom
1703,a pair of socks with the word ' i love you ',a soft and stretchy blend mean all day comfort in a classic crew sock with a soft and stretchy fit,brand new in white on blue,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,made from a soft organic cotton blend in a wide range of color these crew sock are sure to delight both your eye and your foot
1704,a woman wearing a black and white shirt,a sheer floral print is the perfect choice for a day to night look,black and white blouse with a floral print,a sleek and sophisticated silhouette defines a stylish italian sneaker built from a stretchy sole,a lacy pattern add a whole lot of heart literally to this delightful blouse cut from airy silk blend chiffon and fixed ruffly bit and a flowy fit
1705,a woman in a white dress and sandals,a button front dress with a waist defining belt is cut from a soft linen blend for a fresh and easy fit,white dress with red buttons in the front,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,this buttoned and belted knee length dress feature a textured cotton weave for a casual feel
1706,a woman wearing a pink and white striped shirt,a classic striped henley is updated with a soft and stretchy knit for a fresh twist on the classic,striped top with a zipper,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,a cotton and linen blend sweater offer up cheery stripe and delicate crochet edging to create an option to prolong sweater season to sunnier day
1707,a man in a jacket and pants,a classic jacket of soft fleece is cut with a touch of stretch for comfort and shape retention,men ' s jacket with a zipper,a sleek and sophisticated silhouette defines a stylish italian loafer with a sleek silhouette,heavy cotton twill milled in italy repels water off this utilitarian bomber jacket made with articulated sleeve to complete the slim fit
1708,a man in a gray shirt and shorts,stretchy cotton construction mean easy comfort in versatile chinos shorts with a comfortable fit,men ' s shorts in gray,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,classic chinos walking shorts made from a soft sulfur washed blend of japanese cotton blend twill are perfect for any warm day
1709,a woman in a pink sweater and jeans,a cozy and cozy cardigan is knit from a soft and cozy wool blend with a cozy ribbed texture,pink blouse with buttons in the front,a bold plaid in a modern cut add to the laid back vibe of this stretch cotton tee,full balloon sleeve lend head turning appeal to a button front cardigan knit from soft cotton
1710,a woman in a white shirt and black pants,a super stretchy jeans cut with a flattering high waist is cut with a slimming stretch for a flattering fit,slim fit fit leggings with a slim fit fit,a sleek and sophisticated silhouette defines a stylish italian sneaker built from a stretchy sole,svelte jeans jeans cut from supersoft perfectly faded stretch denim give you leg for day thanks to a flattering high waist and hold you in front pocket
1711,a pair of sandals with a black and brown color,a signature signature print is printed on the strap of this italian crafted sandal with a cushy footbed for comfort,sandal in black and brown,a bold plaid in a modern cut add to the laid back vibe of this stretch cotton tee,a chunky architectural heel balance the svelte strap of a breezy leather sandal
1712,a pair of black sued boots with a lace - up top,a signature signature c logo brand the side of a suede boot featuring a signature signature ugg sole,black lace up boot with a zipper,a sleek and sophisticated silhouette defines a stylish italian loafer with a sleek silhouette,topped with a padded cuff this rugged chic lace up boot ensconces you in dreamy comfort thanks to a memory foam footbed and a waterproof upper
